Time (Seconds),Power (W),Temperature_Center(deg. C),Temperature__Middle(deg. C),Temperature_Surface(deg. C)
853,9.3069E-06,25.8157026492481,25.8173609462463,25.7865096788676
854,9.3069E-06,25.8136850814785,25.8173609462463,25.7865096788676
855,9.3064E-06,25.8035972426305,25.803099511326,25.7865096788676
856,9.3068E-06,25.8118692704858,25.8051368591717,25.7865096788676
857,9.3064E-06,25.8023867019687,25.8051368591717,25.7865096788676
858,9.3065E-06,25.805816567177,25.8051368591717,25.7865096788676
859,9.3066E-06,25.8084394052775,25.8051368591717,25.7865096788676
860,9.3063E-06,25.8013779180839,25.803099511326,25.7865096788676
861,9.3063E-06,25.8015796748609,25.7969874677887,25.7865096788676
862,9.3062E-06,25.7995621070913,25.7990248156344,25.7865096788676
863,9.3064E-06,25.8021849451918,25.7908754242513,25.7865096788676
864,9.3062E-06,25.7995621070913,25.7990248156344,25.7865096788676
865,9.3062E-06,25.7999656206452,25.7990248156344,25.7865096788676
866,9.3062E-06,25.7991585935374,25.7990248156344,25.7865096788676
867,9.3065E-06,25.8042025129614,25.7990248156344,25.7865096788676
868,9.3061E-06,25.7963339986599,25.7949501199429,25.7865096788676
869,9.3065E-06,25.8054130536231,25.7969874677887,25.7865096788676
870,9.306E-06,25.796132241883,25.7969874677887,25.7865096788676
871,9.3063E-06,25.8003691341991,25.7990248156344,25.7865096788676
872,9.3061E-06,25.7977462960986,25.7929127720971,25.7865096788676
873,9.3061E-06,25.7975445393217,25.7929127720971,25.7865096788676
874,9.3059E-06,25.7927023766746,25.7929127720971,25.7865096788676
875,9.306E-06,25.7937111605595,25.7949501199429,25.7865096788676
876,9.3062E-06,25.7983515664295,25.7990248156344,25.7865096788676
877,9.3062E-06,25.7981498096526,25.8010621634802,25.7865096788676
878,9.306E-06,25.7955269715521,25.7969874677887,25.7865096788676
879,9.3064E-06,25.8037989994074,25.7990248156344,25.7865096788676
880,9.3061E-06,25.7975445393217,25.7929127720971,25.7865096788676
881,9.3061E-06,25.7979480528756,25.7929127720971,25.7865096788676
882,9.3063E-06,25.8005708909761,25.8010621634802,25.7865096788676
883,9.3062E-06,25.7995621070913,25.7929127720971,25.7865096788676
884,9.3061E-06,25.7967375122139,25.7908754242513,25.7865096788676
885,9.3063E-06,25.8003691341991,25.7929127720971,25.7865096788676
886,9.3062E-06,25.7981498096526,25.7929127720971,25.7865096788676
887,9.3062E-06,25.7987550799834,25.7929127720971,25.7865096788676
888,9.3063E-06,25.8019831884148,25.7949501199429,25.7865096788676
889,9.3059E-06,25.7918953495668,25.7929127720971,25.7865096788676
890,9.306E-06,25.7943164308903,25.7908754242513,25.7865096788676
891,9.3063E-06,25.80097440453,25.7929127720971,25.7865096788676
892,9.3061E-06,25.7957287283291,25.7908754242513,25.7865096788676
893,9.3061E-06,25.7963339986599,25.7969874677887,25.7865096788676
894,9.3057E-06,25.7878602140276,25.7969874677887,25.7865096788676
895,9.3059E-06,25.7916935927898,25.7908754242513,25.7865096788676
896,9.3063E-06,25.8021849451918,25.7888380764056,25.7865096788676
897,9.306E-06,25.7935094037825,25.7908754242513,25.7865096788676
898,9.306E-06,25.7963339986599,25.7908754242513,25.7865096788676
899,9.3061E-06,25.796132241883,25.7908754242513,25.7865096788676
900,9.3059E-06,25.7927023766746,25.7949501199429,25.7865096788676
901,9.3059E-06,25.7931058902286,25.7949501199429,25.7865096788676
902,9.306E-06,25.7949217012212,25.7929127720971,25.7865096788676
903,9.3063E-06,25.80097440453,25.7929127720971,25.7865096788676
904,9.3059E-06,25.7927023766746,25.7929127720971,25.7865096788676
906,9.306E-06,25.7945181876673,25.7929127720971,25.7865096788676
907,9.3062E-06,25.7991585935374,25.7929127720971,25.7865096788676
908,9.3064E-06,25.8040007561844,25.7929127720971,25.7865096788676
909,9.3062E-06,25.7981498096526,25.7929127720971,25.7865096788676
910,9.3062E-06,25.7993603503143,25.7949501199429,25.7865096788676
911,9.306E-06,25.7943164308903,25.7949501199429,25.7865096788676
912,9.3061E-06,25.7953252147751,25.7949501199429,25.7865096788676
913,9.3058E-06,25.7902812953511,25.7888380764056,25.7865096788676
914,9.306E-06,25.7935094037825,25.7969874677887,25.7865096788676
915,9.3063E-06,25.80097440453,25.7929127720971,25.7865096788676
916,9.3059E-06,25.7925006198977,25.7949501199429,25.7865096788676
917,9.3062E-06,25.7975445393217,25.7949501199429,25.7865096788676
918,9.3059E-06,25.7929041334516,25.7908754242513,25.7865096788676
919,9.3062E-06,25.7999656206452,25.7949501199429,25.7865096788676
920,9.3057E-06,25.7882637275815,25.7908754242513,25.7865096788676
921,9.3058E-06,25.7892725114663,25.7908754242513,25.7865096788676
922,9.3062E-06,25.7981498096526,25.7908754242513,25.7865096788676
923,9.306E-06,25.7937111605595,25.7908754242513,25.7865096788676
924,9.3059E-06,25.7927023766746,25.7908754242513,25.7865096788676
925,9.3062E-06,25.7999656206452,25.7908754242513,25.7865096788676
926,9.3061E-06,25.7969392689908,25.7949501199429,25.7865096788676
927,9.306E-06,25.7935094037825,25.7969874677887,25.7865096788676
928,9.306E-06,25.7947199444443,25.7949501199429,25.7865096788676
929,9.3061E-06,25.7977462960986,25.7868007285598,25.7865096788676
930,9.3059E-06,25.7927023766746,25.7868007285598,25.7865096788676
931,9.3059E-06,25.7922988631207,25.7868007285598,25.7865096788676
932,9.3059E-06,25.7918953495668,25.7949501199429,25.7865096788676
933,9.3061E-06,25.7967375122139,25.784763380714,25.7865096788676
934,9.3059E-06,25.7922988631207,25.7868007285598,25.7865096788676
935,9.3062E-06,25.7983515664295,25.7929127720971,25.7865096788676
936,9.3059E-06,25.7920971063438,25.7929127720971,25.7865096788676
937,9.306E-06,25.7951234579982,25.7908754242513,25.7865096788676
938,9.306E-06,25.7947199444443,25.7929127720971,25.7865096788676
939,9.306E-06,25.7945181876673,25.7868007285598,25.7865096788676
940,9.3059E-06,25.7914918360129,25.7908754242513,25.7865096788676
941,9.3062E-06,25.7997638638682,25.7929127720971,25.7865096788676
942,9.3061E-06,25.7963339986599,25.7908754242513,25.7865096788676
943,9.3059E-06,25.7933076470055,25.7888380764056,25.7865096788676
944,9.3058E-06,25.7892725114663,25.7908754242513,25.7865096788676
945,9.306E-06,25.7945181876673,25.7908754242513,25.7865096788676
946,9.3061E-06,25.7973427825447,25.7888380764056,25.7865096788676
947,9.3058E-06,25.7902812953511,25.7908754242513,25.7865096788676
948,9.3059E-06,25.7931058902286,25.7908754242513,25.7865096788676
949,9.306E-06,25.7947199444443,25.7888380764056,25.7865096788676
950,9.3059E-06,25.7916935927898,25.7908754242513,25.7865096788676
951,9.3057E-06,25.7878602140276,25.7929127720971,25.7865096788676
952,9.306E-06,25.7939129173364,25.7929127720971,25.7865096788676
953,9.3059E-06,25.7937111605595,25.7908754242513,25.7865096788676
954,9.3061E-06,25.7955269715521,25.7929127720971,25.7865096788676
955,9.3058E-06,25.7890707546894,25.7929127720971,25.7865096788676
956,9.3059E-06,25.7918953495668,25.7908754242513,25.7865096788676
957,9.3058E-06,25.7898777817972,25.7888380764056,25.7865096788676
958,9.306E-06,25.7953252147751,25.7908754242513,25.7865096788676
959,9.3056E-06,25.7864479165889,25.7929127720971,25.7865096788676
960,9.3061E-06,25.796132241883,25.7929127720971,25.7865096788676
961,9.306E-06,25.7949217012212,25.7908754242513,25.7865096788676
962,9.306E-06,25.7945181876673,25.7929127720971,25.7865096788676
963,9.3058E-06,25.791088322459,25.7908754242513,25.7865096788676
964,9.3059E-06,25.7922988631207,25.7888380764056,25.7865096788676
965,9.306E-06,25.7951234579982,25.7969874677887,25.7865096788676
966,9.3059E-06,25.7931058902286,25.784763380714,25.7865096788676
967,9.3059E-06,25.7927023766746,25.7929127720971,25.7865096788676
968,9.3062E-06,25.7979480528756,25.7908754242513,25.7865096788676
969,9.3058E-06,25.791088322459,25.7929127720971,25.7865096788676
970,9.3058E-06,25.7902812953511,25.784763380714,25.7865096788676
971,9.3057E-06,25.7868514301428,25.7949501199429,25.7865096788676
972,9.3059E-06,25.7920971063438,25.7908754242513,25.7865096788676
973,9.3059E-06,25.7916935927898,25.7888380764056,25.7865096788676
974,9.3059E-06,25.7912900792359,25.7888380764056,25.7865096788676
975,9.306E-06,25.7947199444443,25.7888380764056,25.7865096788676
976,9.306E-06,25.7927023766746,25.7949501199429,25.7865096788676
978,9.3059E-06,25.7929041334516,25.7908754242513,25.7865096788676
979,9.3058E-06,25.7892725114663,25.7888380764056,25.7865096788676
980,9.3059E-06,25.791088322459,25.7929127720971,25.7865096788676
981,9.3061E-06,25.795930485106,25.7908754242513,25.7865096788676
982,9.3059E-06,25.7931058902286,25.7888380764056,25.7865096788676
983,9.3061E-06,25.7957287283291,25.7908754242513,25.7865096788676
984,9.3058E-06,25.7912900792359,25.7868007285598,25.7865096788676
985,9.3061E-06,25.7967375122139,25.7888380764056,25.7865096788676
986,9.3057E-06,25.7874567004737,25.7888380764056,25.7865096788676
987,9.306E-06,25.7943164308903,25.7827260328683,25.7865096788676
988,9.3059E-06,25.7927023766746,25.7929127720971,25.7865096788676
989,9.306E-06,25.7935094037825,25.7929127720971,25.7865096788676
990,9.306E-06,25.7955269715521,25.7929127720971,25.7865096788676
991,9.3058E-06,25.7902812953511,25.7929127720971,25.7865096788676
992,9.3061E-06,25.7963339986599,25.7949501199429,25.7865096788676
993,9.3058E-06,25.7896760250203,25.7908754242513,25.7865096788676
994,9.3061E-06,25.795930485106,25.7908754242513,25.7865096788676
995,9.306E-06,25.7931058902286,25.7888380764056,25.7865096788676
996,9.3063E-06,25.80097440453,25.7888380764056,25.7865096788676
997,9.3057E-06,25.7882637275815,25.7888380764056,25.7865096788676
998,9.3061E-06,25.7963339986599,25.784763380714,25.7865096788676
999,9.3058E-06,25.7904830521281,25.7888380764056,25.7865096788676
1000,9.306E-06,25.7943164308903,25.7888380764056,25.7865096788676
